POSTCODE,POSTCODE,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
4705,4705,33,Remote Australia,1,Poor,Good,0
4706,4706,33,Remote Australia,1,Poor,Good,0
4707,4707,32,Outer Regional Australia,3.32E-05,Good,Good,1
4707,4707,33,Remote Australia,0.9809281,Poor,Good,0
4707,4707,34,Very Remote Australia,0.0190387,Good,Good,0
4709,4709,33,Remote Australia,1,Poor,Good,0
4710,4710,31,Inner Regional Australia,1,Good,Good,0
4711,4711,31,Inner Regional Australia,1,Good,Good,0
4712,4712,32,Outer Regional Australia,1,Good,Good,0
4713,4713,33,Remote Australia,1,Poor,Good,0
4714,4714,31,Inner Regional Australia,1,Good,Good,0
4715,4715,32,Outer Regional Australia,1,Good,Good,0
4716,4716,32,Outer Regional Australia,1,Good,Good,0
4717,4717,32,Outer Regional Australia,1,Good,Good,0
4718,4718,32,Outer Regional Australia,0.9165279,Good,Good,0
4718,4718,33,Remote Australia,0.0834721,Poor,Good,0
4719,4719,32,Outer Regional Australia,0.5826904,Good,Good,0
4719,4719,33,Remote Australia,0.4173096,Poor,Good,0
4720,4720,32,Outer Regional Australia,0.987606,Good,Good,0
4720,4720,33,Remote Australia,0.012394,Poor,Good,0
4721,4721,33,Remote Australia,0.8809291,Poor,Good,0
4721,4721,34,Very Remote Australia,0.1190709,Good,Good,0
4722,4722,33,Remote Australia,0.8719139,Poor,Good,0
4722,4722,34,Very Remote Australia,0.1280861,Good,Good,0
4723,4723,33,Remote Australia,1,Poor,Good,0
4724,4724,34,Very Remote Australia,1,Good,Good,0
4725,4725,34,Very Remote Australia,1,Good,Good,0
4726,4726,34,Very Remote Australia,1,Good,Good,0
4727,4727,34,Very Remote Australia,1,Good,Good,0
4728,4728,34,Very Remote Australia,1,Good,Good,0
4730,4730,34,Very Remote Australia,1,Good,Good,0
4731,4731,34,Very Remote Australia,1,Good,Good,0
4732,4732,34,Very Remote Australia,1,Good,Good,0
4733,4733,34,Very Remote Australia,1,Good,Good,0
4735,4735,34,Very Remote Australia,1,Good,Good,0
4736,4736,34,Very Remote Australia,1,Good,Good,0
4737,4737,32,Outer Regional Australia,1,Good,Good,0
4738,4738,32,Outer Regional Australia,1,Good,Good,0
4739,4739,32,Outer Regional Australia,0.9999964,Good,Good,0
4739,4739,33,Remote Australia,3.60E-06,Poor,Good,1
4740,4740,31,Inner Regional Australia,0.9308857,Good,Good,0
4740,4740,32,Outer Regional Australia,0.0691143,Good,Good,0
4741,4741,31,Inner Regional Australia,0.0667071,Good,Good,0
4741,4741,32,Outer Regional Australia,0.909963,Good,Good,0
4741,4741,33,Remote Australia,0.0233298,Poor,Good,0
4742,4742,32,Outer Regional Australia,0.722301,Good,Good,0
4742,4742,33,Remote Australia,0.277699,Poor,Good,0
4743,4743,33,Remote Australia,1,Poor,Good,0
4744,4744,32,Outer Regional Australia,1,Good,Good,0
4745,4745,32,Outer Regional Australia,0.9403632,Good,Good,0
4745,4745,33,Remote Australia,0.0596368,Poor,Good,0
4746,4746,33,Remote Australia,1,Poor,Good,0
4750,4750,31,Inner Regional Australia,1,Good,Good,0
4751,4751,31,Inner Regional Australia,0.8508814,Good,Good,0
4751,4751,32,Outer Regional Australia,0.1491186,Good,Good,0
4753,4753,32,Outer Regional Australia,1,Good,Good,0
4754,4754,32,Outer Regional Australia,1,Good,Good,0
4756,4756,32,Outer Regional Australia,1,Good,Good,0
4757,4757,32,Outer Regional Australia,1,Good,Good,0
4798,4798,32,Outer Regional Australia,1,Good,Good,0
4799,4799,32,Outer Regional Australia,1,Good,Good,0
4800,4800,32,Outer Regional Australia,1,Good,Good,0
4802,4802,32,Outer Regional Australia,0.829319,Good,Good,0
4802,4802,33,Remote Australia,0.1313525,Poor,Good,0
4802,4802,34,Very Remote Australia,0.0393286,Good,Good,0
4804,4804,33,Remote Australia,1,Poor,Good,0
4805,4805,32,Outer Regional Australia,0.9823585,Good,Good,0
4805,4805,33,Remote Australia,0.0176415,Poor,Good,0
4806,4806,32,Outer Regional Australia,1,Good,Good,0
4807,4807,32,Outer Regional Australia,0.9860413,Good,Good,0
4807,4807,33,Remote Australia,0.0139587,Poor,Good,0
4808,4808,32,Outer Regional Australia,1,Good,Good,0
4809,4809,32,Outer Regional Australia,1,Good,Good,0
4810,4810,32,Outer Regional Australia,1,Good,Good,0
4811,4811,32,Outer Regional Australia,1,Good,Good,0
4812,4812,32,Outer Regional Australia,1,Good,Good,0
4814,4814,32,Outer Regional Australia,1,Good,Good,0
4815,4815,32,Outer Regional Australia,1,Good,Good,0
4816,4816,32,Outer Regional Australia,0.6068914,Good,Good,0
4816,4816,33,Remote Australia,0.3499077,Poor,Good,0
4816,4816,34,Very Remote Australia,0.0432009,Good,Good,0
4817,4817,32,Outer Regional Australia,0.9935609,Good,Good,0
4817,4817,33,Remote Australia,0.0064391,Poor,Good,1
4818,4818,32,Outer Regional Australia,1,Good,Good,0
4819,4819,32,Outer Regional Australia,1,Good,Good,0
4820,4820,32,Outer Regional Australia,0.9212199,Good,Good,0
4820,4820,33,Remote Australia,0.0459189,Poor,Good,0
4820,4820,34,Very Remote Australia,0.0328612,Good,Good,0
4821,4821,34,Very Remote Australia,1,Good,Good,0
4822,4822,34,Very Remote Australia,1,Good,Good,0
4823,4823,34,Very Remote Australia,1,Good,Good,0
4824,4824,33,Remote Australia,0.7417154,Poor,Good,0
4824,4824,34,Very Remote Australia,0.2582846,Good,Good,0
4825,4825,33,Remote Australia,0.9501685,Poor,Good,0
4825,4825,34,Very Remote Australia,0.0290008,Good,Good,0
4825,4825,74,Very Remote Australia,0.0208307,Poor,Good,0
4828,4828,34,Very Remote Australia,1,Good,Good,0
4829,4829,34,Very Remote Australia,1,Good,Good,0
4830,4830,34,Very Remote Australia,1,Good,Good,0
4849,4849,32,Outer Regional Australia,0.9064181,Good,Good,0
4849,4849,33,Remote Australia,0.0898487,Poor,Good,0
4849,4849,34,Very Remote Australia,0.0037331,Good,Good,1
4850,4850,,,0.003472,Poor,Good,4
4850,4850,32,Outer Regional Australia,0.7250645,Good,Good,0
4850,4850,33,Remote Australia,0.2714635,Poor,Good,0
4852,4852,32,Outer Regional Australia,0.9928801,Good,Good,0
4852,4852,33,Remote Australia,0.0071199,Poor,Good,1
4854,4854,32,Outer Regional Australia,0.7851844,Good,Good,0
4854,4854,33,Remote Australia,0.2148156,Poor,Good,0
4855,4855,32,Outer Regional Australia,1,Good,Good,0
4856,4856,32,Outer Regional Australia,1,Good,Good,0
4858,4858,,,6.60E-06,Poor,Good,4
4858,4858,32,Outer Regional Australia,0.9999934,Good,Good,0
4859,4859,32,Outer Regional Australia,1,Good,Good,0
4860,4860,32,Outer Regional Australia,1,Good,Good,0
4861,4861,32,Outer Regional Australia,1,Good,Good,0
4865,4865,32,Outer Regional Australia,1,Good,Good,0
4868,4868,32,Outer Regional Australia,1,Good,Good,0
4869,4869,32,Outer Regional Australia,1,Good,Good,0
4870,4870,32,Outer Regional Australia,1,Good,Good,0
4871,4871,32,Outer Regional Australia,0.8433948,Good,Good,0
4871,4871,33,Remote Australia,0.0335465,Poor,Good,0
4871,4871,34,Very Remote Australia,0.1230587,Good,Good,0
4872,4872,32,Outer Regional Australia,0.7516968,Good,Good,0
4872,4872,33,Remote Australia,0.2425582,Poor,Good,0
4872,4872,34,Very Remote Australia,0.005745,Good,Good,1
4873,4873,32,Outer Regional Australia,0.8951237,Good,Good,0
4873,4873,33,Remote Australia,0.1048763,Poor,Good,0
4874,4874,,,0.0007204,Poor,Good,4
4874,4874,34,Very Remote Australia,0.9992796,Good,Good,0
4875,4875,,,0.0003993,Poor,Good,4
4875,4875,34,Very Remote Australia,0.9996007,Good,Good,0
4876,4876,,,0,Poor,Good,4
4876,4876,34,Very Remote Australia,1,Good,Good,0
4877,4877,32,Outer Regional Australia,1,Good,Good,0
4878,4878,32,Outer Regional Australia,1,Good,Good,0
4879,4879,32,Outer Regional Australia,1,Good,Good,0
4880,4880,32,Outer Regional Australia,1,Good,Good,0
4881,4881,32,Outer Regional Australia,1,Good,Good,0
4882,4882,32,Outer Regional Australia,1,Good,Good,0
4883,4883,32,Outer Regional Australia,1,Good,Good,0
4884,4884,32,Outer Regional Australia,1,Good,Good,0
4885,4885,32,Outer Regional Australia,1,Good,Good,0
4886,4886,32,Outer Regional Australia,1,Good,Good,0
4887,4887,32,Outer Regional Australia,1,Good,Good,0
4888,4888,32,Outer Regional Australia,0.8346744,Good,Good,0
4888,4888,33,Remote Australia,0.1653256,Poor,Good,0
4890,4890,34,Very Remote Australia,1,Good,Good,0
4891,4891,34,Very Remote Australia,1,Good,Good,0
4892,4892,,,0.000565,Poor,Good,4
4892,4892,34,Very Remote Australia,0.999435,Good,Good,0
4895,4895,,,0,Poor,Good,4
4895,4895,33,Remote Australia,0.9995526,Poor,Good,0
4895,4895,34,Very Remote Australia,0.0004474,Good,Good,1
5000,5000,40,Major Cities of Australia,1,Good,Good,0
5006,5006,40,Major Cities of Australia,1,Good,Good,0
5007,5007,40,Major Cities of Australia,1,Good,Good,0
5008,5008,40,Major Cities of Australia,1,Good,Good,0
5009,5009,40,Major Cities of Australia,1,Good,Good,0
5010,5010,40,Major Cities of Australia,1,Good,Good,0
5011,5011,40,Major Cities of Australia,1,Good,Good,0
5012,5012,40,Major Cities of Australia,1,Good,Good,0
5013,5013,40,Major Cities of Australia,1,Good,Good,0
5014,5014,40,Major Cities of Australia,1,Good,Good,0
5015,5015,,,1.70E-06,Poor,Good,4
5015,5015,40,Major Cities of Australia,0.9999983,Good,Good,0
5016,5016,40,Major Cities of Australia,1,Good,Good,0
5017,5017,40,Major Cities of Australia,1,Good,Good,0
5018,5018,40,Major Cities of Australia,1,Good,Good,0
5019,5019,40,Major Cities of Australia,1,Good,Good,0
5020,5020,40,Major Cities of Australia,1,Good,Good,0
5021,5021,40,Major Cities of Australia,1,Good,Good,0
5022,5022,40,Major Cities of Australia,1,Good,Good,0
5023,5023,40,Major Cities of Australia,1,Good,Good,0
5024,5024,40,Major Cities of Australia,1,Good,Good,0
5025,5025,40,Major Cities of Australia,1,Good,Good,0
5031,5031,40,Major Cities of Australia,1,Good,Good,0
5032,5032,40,Major Cities of Australia,1,Good,Good,0
5033,5033,40,Major Cities of Australia,1,Good,Good,0
5034,5034,40,Major Cities of Australia,1,Good,Good,0
5035,5035,40,Major Cities of Australia,1,Good,Good,0
5037,5037,40,Major Cities of Australia,1,Good,Good,0
5038,5038,40,Major Cities of Australia,1,Good,Good,0
5039,5039,40,Major Cities of Australia,1,Good,Good,0
5040,5040,40,Major Cities of Australia,1,Good,Good,0
5041,5041,40,Major Cities of Australia,1,Good,Good,0
5042,5042,40,Major Cities of Australia,1,Good,Good,0
5043,5043,40,Major Cities of Australia,1,Good,Good,0
5044,5044,40,Major Cities of Australia,1,Good,Good,0
5045,5045,40,Major Cities of Australia,1,Good,Good,0
5046,5046,40,Major Cities of Australia,1,Good,Good,0
5047,5047,40,Major Cities of Australia,1,Good,Good,0
5048,5048,40,Major Cities of Australia,1,Good,Good,0
5049,5049,40,Major Cities of Australia,1,Good,Good,0
5050,5050,40,Major Cities of Australia,1,Good,Good,0
5051,5051,40,Major Cities of Australia,1,Good,Good,0
5052,5052,40,Major Cities of Australia,1,Good,Good,0
5061,5061,40,Major Cities of Australia,1,Good,Good,0
5062,5062,40,Major Cities of Australia,1,Good,Good,0
5063,5063,40,Major Cities of Australia,1,Good,Good,0
5064,5064,40,Major Cities of Australia,1,Good,Good,0
5065,5065,40,Major Cities of Australia,1,Good,Good,0
5066,5066,40,Major Cities of Australia,1,Good,Good,0
5067,5067,40,Major Cities of Australia,1,Good,Good,0
5068,5068,40,Major Cities of Australia,1,Good,Good,0
5069,5069,40,Major Cities of Australia,1,Good,Good,0
5070,5070,40,Major Cities of Australia,1,Good,Good,0
5072,5072,40,Major Cities of Australia,1,Good,Good,0
5073,5073,40,Major Cities of Australia,1,Good,Good,0
5074,5074,40,Major Cities of Australia,1,Good,Good,0
5075,5075,40,Major Cities of Australia,1,Good,Good,0
5076,5076,40,Major Cities of Australia,0.9981255,Good,Good,0
5076,5076,41,Inner Regional Australia,0.0018745,Good,Good,1
5081,5081,40,Major Cities of Australia,1,Good,Good,0
5082,5082,40,Major Cities of Australia,1,Good,Good,0
5083,5083,40,Major Cities of Australia,1,Good,Good,0
5084,5084,40,Major Cities of Australia,1,Good,Good,0
5085,5085,40,Major Cities of Australia,1,Good,Good,0
5086,5086,40,Major Cities of Australia,1,Good,Good,0
5087,5087,40,Major Cities of Australia,1,Good,Good,0
5088,5088,40,Major Cities of Australia,1,Good,Good,0
5089,5089,40,Major Cities of Australia,1,Good,Good,0
5090,5090,40,Major Cities of Australia,1,Good,Good,0
5091,5091,40,Major Cities of Australia,1,Good,Good,0
5092,5092,40,Major Cities of Australia,1,Good,Good,0
5093,5093,40,Major Cities of Australia,1,Good,Good,0
5094,5094,40,Major Cities of Australia,1,Good,Good,0
5095,5095,40,Major Cities of Australia,1,Good,Good,0
5096,5096,40,Major Cities of Australia,1,Good,Good,0
5097,5097,40,Major Cities of Australia,1,Good,Good,0
5098,5098,40,Major Cities of Australia,1,Good,Good,0
5106,5106,40,Major Cities of Australia,1,Good,Good,0
5107,5107,40,Major Cities of Australia,1,Good,Good,0
5108,5108,40,Major Cities of Australia,1,Good,Good,0
5109,5109,40,Major Cities of Australia,1,Good,Good,0
5110,5110,40,Major Cities of Australia,0.9814267,Good,Good,0
5110,5110,41,Inner Regional Australia,0.0185733,Good,Good,0
5111,5111,40,Major Cities of Australia,1,Good,Good,0
5112,5112,40,Major Cities of Australia,1,Good,Good,0
5113,5113,40,Major Cities of Australia,1,Good,Good,0
5114,5114,40,Major Cities of Australia,0.9503179,Good,Good,0
5114,5114,41,Inner Regional Australia,0.0496821,Good,Good,0
5115,5115,40,Major Cities of Australia,1,Good,Good,0
5116,5116,40,Major Cities of Australia,1,Good,Good,0
5117,5117,40,Major Cities of Australia,1,Good,Good,0
5118,5118,40,Major Cities of Australia,0.9913572,Good,Good,0
5118,5118,41,Inner Regional Australia,0.0086428,Good,Good,1
5120,5120,40,Major Cities of Australia,0.7985883,Good,Good,0
5120,5120,41,Inner Regional Australia,0.2014117,Good,Good,0
5121,5121,40,Major Cities of Australia,1,Good,Good,0
5125,5125,40,Major Cities of Australia,1,Good,Good,0
5126,5126,40,Major Cities of Australia,1,Good,Good,0
5127,5127,40,Major Cities of Australia,1,Good,Good,0
5131,5131,40,Major Cities of Australia,0.681393,Good,Good,0
5131,5131,41,Inner Regional Australia,0.318607,Good,Good,0
5132,5132,40,Major Cities of Australia,0.0580441,Good,Good,0
5132,5132,41,Inner Regional Australia,0.9419559,Good,Good,0
5133,5133,41,Inner Regional Australia,1,Good,Good,0
5134,5134,40,Major Cities of Australia,8.85E-05,Good,Good,1
5134,5134,41,Inner Regional Australia,0.9999115,Good,Good,0
5136,5136,40,Major Cities of Australia,1,Good,Good,0
5137,5137,40,Major Cities of Australia,0.8750099,Good,Good,0
5137,5137,41,Inner Regional Australia,0.1249901,Good,Good,0
5138,5138,41,Inner Regional Australia,1,Good,Good,0
5139,5139,41,Inner Regional Australia,1,Good,Good,0
5140,5140,40,Major Cities of Australia,1,Good,Good,0
5141,5141,40,Major Cities of Australia,1,Good,Good,0
5142,5142,40,Major Cities of Australia,1,Good,Good,0
5144,5144,41,Inner Regional Australia,1,Good,Good,0
5150,5150,40,Major Cities of Australia,1,Good,Good,0
5151,5151,40,Major Cities of Australia,1,Good,Good,0
5152,5152,40,Major Cities of Australia,1,Good,Good,0
5153,5153,40,Major Cities of Australia,0.3432174,Good,Good,0
5153,5153,41,Inner Regional Australia,0.6567826,Good,Good,0
5154,5154,40,Major Cities of Australia,1,Good,Good,0
5155,5155,40,Major Cities of Australia,0.9965323,Good,Good,0
5155,5155,41,Inner Regional Australia,0.0034677,Good,Good,1
5156,5156,40,Major Cities of Australia,1,Good,Good,0
5157,5157,40,Major Cities of Australia,0.1310742,Good,Good,0
5157,5157,41,Inner Regional Australia,0.8689258,Good,Good,0
5158,5158,40,Major Cities of Australia,1,Good,Good,0
5159,5159,40,Major Cities of Australia,0.9999348,Good,Good,0
5159,5159,41,Inner Regional Australia,6.52E-05,Good,Good,1
5160,5160,40,Major Cities of Australia,1,Good,Good,0
5161,5161,40,Major Cities of Australia,1,Good,Good,0
5162,5162,40,Major Cities of Australia,1,Good,Good,0
5163,5163,40,Major Cities of Australia,1,Good,Good,0
5164,5164,40,Major Cities of Australia,1,Good,Good,0
5165,5165,40,Major Cities of Australia,1,Good,Good,0
5166,5166,40,Major Cities of Australia,1,Good,Good,0
5167,5167,40,Major Cities of Australia,1,Good,Good,0
5168,5168,40,Major Cities of Australia,1,Good,Good,0
5169,5169,40,Major Cities of Australia,1,Good,Good,0
5170,5170,40,Major Cities of Australia,1,Good,Good,0
5171,5171,40,Major Cities of Australia,0.6596439,Good,Good,0
5171,5171,41,Inner Regional Australia,0.3403561,Good,Good,0
5172,5172,40,Major Cities of Australia,0.6242788,Good,Good,0
5172,5172,41,Inner Regional Australia,0.3757212,Good,Good,0
5173,5173,40,Major Cities of Australia,1,Good,Good,0
5174,5174,40,Major Cities of Australia,0.9933592,Good,Good,0
5174,5174,41,Inner Regional Australia,0.0066408,Good,Good,1
5201,5201,41,Inner Regional Australia,1,Good,Good,0
5202,5202,41,Inner Regional Australia,1,Good,Good,0
5203,5203,41,Inner Regional Australia,1,Good,Good,0
5204,5204,41,Inner Regional Australia,1,Good,Good,0
5210,5210,41,Inner Regional Australia,1,Good,Good,0
5211,5211,41,Inner Regional Australia,1,Good,Good,0
5212,5212,41,Inner Regional Australia,1,Good,Good,0
5213,5213,41,Inner Regional Australia,1,Good,Good,0
5214,5214,41,Inner Regional Australia,1,Good,Good,0
5220,5220,43,Remote Australia,1,Good,Good,0
5221,5221,43,Remote Australia,1,Good,Good,0
5222,5222,43,Remote Australia,1,Good,Good,0
5223,5223,43,Remote Australia,1,Good,Good,0
5231,5231,41,Inner Regional Australia,1,Good,Good,0
5232,5232,41,Inner Regional Australia,1,Good,Good,0
5233,5233,41,Inner Regional Australia,1,Good,Good,0
5234,5234,41,Inner Regional Australia,1,Good,Good,0
5235,5235,41,Inner Regional Australia,1,Good,Good,0
5236,5236,41,Inner Regional Australia,1,Good,Good,0
5237,5237,41,Inner Regional Australia,1,Good,Good,0
5238,5238,41,Inner Regional Australia,0.8725623,Good,Good,0
5238,5238,42,Outer Regional Australia,0.1274377,Good,Good,0
5240,5240,41,Inner Regional Australia,1,Good,Good,0
5241,5241,41,Inner Regional Australia,1,Good,Good,0
5242,5242,41,Inner Regional Australia,1,Good,Good,0
5243,5243,41,Inner Regional Australia,1,Good,Good,0
5244,5244,41,Inner Regional Australia,1,Good,Good,0
5245,5245,40,Major Cities of Australia,0.7855488,Good,Good,0
5245,5245,41,Inner Regional Australia,0.2144512,Good,Good,0
5250,5250,40,Major Cities of Australia,1,Good,Good,0
5251,5251,40,Major Cities of Australia,0.9450269,Good,Good,0
5251,5251,41,Inner Regional Australia,0.0549731,Good,Good,0
5252,5252,40,Major Cities of Australia,0.7394633,Good,Good,0
5252,5252,41,Inner Regional Australia,0.2605367,Good,Good,0
5253,5253,41,Inner Regional Australia,1,Good,Good,0
5254,5254,41,Inner Regional Australia,1,Good,Good,0
5255,5255,41,Inner Regional Australia,1,Good,Good,0
5256,5256,41,Inner Regional Australia,1,Good,Good,0
5259,5259,41,Inner Regional Australia,0.7047826,Good,Good,0
5259,5259,42,Outer Regional Australia,0.2952174,Good,Good,0
5260,5260,41,Inner Regional Australia,1,Good,Good,0
5261,5261,42,Outer Regional Australia,1,Good,Good,0
5262,5262,42,Outer Regional Australia,1,Good,Good,0
5263,5263,42,Outer Regional Australia,1,Good,Good,0
5264,5264,42,Outer Regional Australia,0.9972357,Good,Good,0
